Nombre clinica,Comuna,Fuente (referido/IG/Maps),Referido por,# vets,# peluqueros,Tiene peluqueria (Si/No),IG handle,Seguidores IG,Ultima publicacion IG,Rating Google,# resenas Google,Tiene sitio web (Si/No),Software actual conocido,Nombre decisor,Cargo decisor,Via contacto preferida,Telefono/WhatsApp,Email,Fit (1-5),Accesibilidad (1-5),Urgencia (1-5),Score (=Fit*0.4+Acc*0.35+Urg*0.25),Estado,Proximo paso,Fecha proximo contacto,Notas
,,,,,,,,,,,,,,,,,,,,,,,Backlog,,,
,,,,,,,,,,,,,,,,,,,,,,,Backlog,,,
,,,,,,,,,,,,,,,,,,,,,,,Backlog,,,
,,,,,,,,,,,,,,,,,,,,,,,Backlog,,,
,,,,,,,,,,,,,,,,,,,,,,,Backlog,,,
,,,,,,,,,,,,,,,,,,,,,,,Backlog,,,
,,,,,,,,,,,,,,,,,,,,,,,Backlog,,,
,,,,,,,,,,,,,,,,,,,,,,,Backlog,,,
,,,,,,,,,,,,,,,,,,,,,,,Backlog,,,
,,,,,,,,,,,,,,,,,,,,,,,Backlog,,,
,,,,,,,,,,,,,,,,,,,,,,,Backlog,,,
,,,,,,,,,,,,,,,,,,,,,,,Backlog,,,
,,,,,,,,,,,,,,,,,,,,,,,Backlog,,,
,,,,,,,,,,,,,,,,,,,,,,,Backlog,,,
,,,,,,,,,,,,,,,,,,,,,,,Backlog,,,
,,,,,,,,,,,,,,,,,,,,,,,Backlog,,,
,,,,,,,,,,,,,,,,,,,,,,,Backlog,,,
,,,,,,,,,,,,,,,,,,,,,,,Backlog,,,
,,,,,,,,,,,,,,,,,,,,,,,Backlog,,,
,,,,,,,,,,,,,,,,,,,,,,,Backlog,,,
